f1,accuracy,precision,recall,time
0.5930187652018866,0.5930769230769231,0.5931609925040237,0.5930769230769231,0.036461687088012694
0.5613936441083551,0.561923076923077,0.5620076167827721,0.5619230769230769,0.039846038818359374
0.6048165139580995,0.6053846153846154,0.6056121117052271,0.6053846153846154,0.048338699340820315
0.6308329732306113,0.6311538461538462,0.6320180274126285,0.6311538461538462,0.04351058006286621
0.6292141070856789,0.6299999999999999,0.6318535028198137,0.6300000000000001,0.05045018196105957
0.667123364236426,0.6684615384615384,0.6722069619132067,0.6684615384615384,0.04618492126464844
0.664888590246952,0.6665384615384615,0.6700763791394353,0.6665384615384615,0.048486185073852536
0.6694322976269846,0.6711538461538461,0.6743570900004965,0.6711538461538461,0.05149407386779785
0.6561470305521693,0.658076923076923,0.6617037011142661,0.658076923076923,0.05275783538818359
0.6369424562589732,0.6396153846153847,0.6437597963594339,0.6396153846153846,0.052264976501464847
